Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,SUM_PROCEDURES,tempID,SUM_MEDICATIONS
301ebb70-0078-4989-b5dd-d751f56c404d,2012-04-29,,999-69-6192,,,,Richie600,Goyette777,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,369 Friesen Manor Suite 94,Framingham,Massachusetts,Middlesex County,,42.3533570772907,-71.437023456181,214368.94,2195.72,8151.49,301ebb70-0078-4989-b5dd-d751f56c404d,64.82
3042d51b-e7b8-4135-8b68-fb7a88ced16c,1978-09-27,,999-14-9511,S99934290,X71146976X,Mrs.,Despina962,Legros616,,Wolf938,M,white,nonhispanic,F,Templeton  Massachusetts  US,769 Douglas Crossroad Apt 77,Fairhaven,Massachusetts,Bristol County,,41.6422734359526,-70.9200407019685,887012.08,6643.86,124729.32,3042d51b-e7b8-4135-8b68-fb7a88ced16c,15915.62
3047ebac-457b-4a6d-85eb-f59eef4f76cc,1940-10-29,2015-01-17,999-19-2164,S99953860,X16560943X,Mr.,Armando772,Swaniawski813,,,M,white,nonhispanic,M,Holyoke  Massachusetts  US,440 Beer Spur Apt 92,Newburyport,Massachusetts,Essex County,,42.8361986745865,-70.8884967062795,1762744.15,9050.85,192688.51,3047ebac-457b-4a6d-85eb-f59eef4f76cc,293667.06
304e3c61-cd44-4251-8186-0537150ff62c,1963-04-09,,999-31-5033,S99949585,X85028217X,Mr.,Cyril535,Considine820,,,M,white,nonhispanic,M,Boston  Massachusetts  US,930 Batz Meadow Suite 16,New Bedford,Massachusetts,Bristol County,02740,41.5523245548861,-71.0169359160223,1238871.62,4107.92,31331.41,304e3c61-cd44-4251-8186-0537150ff62c,681.61
30d83f4d-837c-488d-9748-5ee0fa49edd5,1965-12-20,,999-73-1051,S99964123,X20619779X,Mr.,Napoleon578,Rice937,,,M,black,nonhispanic,M,Boxborough  Massachusetts  US,297 Walker View Apt 61,Yarmouth,Massachusetts,Barnstable County,,41.6786361540264,-70.2547188875945,1324326.01,6491.92,120498.54,30d83f4d-837c-488d-9748-5ee0fa49edd5,118859.88
30dd9636-c7bd-44ff-a5c9-20104ece45bd,1951-12-05,,999-63-3694,S99930955,X79385317X,Mrs.,Jimmy858,Reinger292,,McKenzie376,M,white,nonhispanic,F,Barnstable  Massachusetts  US,282 Roberts Brook Suite 29,Dartmouth,Massachusetts,Bristol County,,41.5325031619217,-70.9725073692332,1403130.18,15716.23,77965.77,30dd9636-c7bd-44ff-a5c9-20104ece45bd,99348.29
31459cc4-45ed-4dee-b160-9f1a148a7724,1968-08-15,,999-88-9678,S99939134,X81821052X,Mr.,Carol737,Harber290,,,M,white,nonhispanic,M,Rochester  Massachusetts  US,119 Steuber Key,Salisbury,Massachusetts,Essex County,,42.797072506642,-70.8415472609945,1309491.47,5330.36,16708.57,31459cc4-45ed-4dee-b160-9f1a148a7724,5048.1
317ccdcf-cb9c-488c-901c-a5d61c249919,2000-12-16,,999-24-9401,S99994840,,Mr.,Mose244,Bauch723,,,,white,nonhispanic,M,Boston  Massachusetts  US,1061 Marks Port,Acton,Massachusetts,Middlesex County,,42.438079833996,-71.4505067603993,427962.05,6682.64,853577.95,317ccdcf-cb9c-488c-901c-a5d61c249919,83863.52
32885ae1-d031-4f52-8f91-0e5196f5462a,1978-10-30,,999-90-6743,S99949338,X55599060X,Ms.,Margarita164,Crooks415,,,S,white,nonhispanic,F,Barnstable  Massachusetts  US,135 Runolfsdottir Orchard Suite 11,Norton,Massachusetts,Bristol County,,41.925767956827,-71.1503449628413,957360.59,6919.85,359635.17,32885ae1-d031-4f52-8f91-0e5196f5462a,19210.1
32fbdecd-7987-4efb-9b6e-4c8e460cbd66,1962-10-02,,999-53-4967,S99967782,X65047271X,Mr.,Aron520,Frami345,,,M,white,nonhispanic,M,Easton  Massachusetts  US,1079 Smith Well Unit 3,Wareham,Massachusetts,Plymouth County,,41.8022125972666,-70.7438596446777,1537286.94,5590.4,13222.6,32fbdecd-7987-4efb-9b6e-4c8e460cbd66,124826.65
33189b5c-5919-4e99-8b62-89b225531eac,1975-06-05,1976-11-11,999-25-1295,,,,Eustolia154,Hagenes547,,,,white,nonhispanic,F,Harwich  Massachusetts  US,465 Johns Row,Leicester,Massachusetts,Worcester County,,42.2059776524015,-71.8734452656138,31320.0,442.44,33742.49,33189b5c-5919-4e99-8b62-89b225531eac,42207.26
33204bf4-1feb-4369-8cc8-9edc4ad79c92,1974-05-30,1986-03-17,999-85-8076,,,,Timothy142,Sporer811,,,,white,nonhispanic,M,Eastham  Massachusetts  US,911 Rodriguez Forge,Orange,Massachusetts,Franklin County,01364,42.6505465373557,-72.2695742307442,271870.81,1545.65,60894.64,33204bf4-1feb-4369-8cc8-9edc4ad79c92,18079.85
3335451e-608b-493a-9560-f0a05dd50b17,2017-03-06,,999-37-1994,,,,Gwenn701,Runolfsson901,,,,white,nonhispanic,F,Medford  Massachusetts  US,1025 Carter Quay Suite 75,Somerville,Massachusetts,Middlesex County,02138,42.425104026134,-71.0709714879803,86459.81,1420.76,13038.16,3335451e-608b-493a-9560-f0a05dd50b17,1596.97
33454fc9-b2ea-407a-9a9d-64897cf44093,2004-03-09,,999-32-6757,S99919181,,,Albert312,Reynolds644,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,140 Green Well Suite 66,Somerville,Massachusetts,Middlesex County,02138,42.4366099895129,-71.0569491305345,414737.8,7521.04,758234.8,33454fc9-b2ea-407a-9a9d-64897cf44093,78044.47
33c2184c-bda1-4d31-b0cb-4f18c46822da,1967-11-27,,999-29-4068,S99927814,X10549498X,Mrs.,Karey608,Erdman779,,Cummerata161,M,white,nonhispanic,F,Peabody  Massachusetts  US,324 Hettinger Mill,Concord,Massachusetts,Middlesex County,,42.4155520176879,-71.3906104848122,1233876.93,8677.02,66694.59,33c2184c-bda1-4d31-b0cb-4f18c46822da,273222.41
34382e29-6854-4353-85be-802262bfea6e,1980-04-29,,999-23-9936,S99917450,X88818111X,Mr.,Ethan766,Goyette777,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,232 Conroy Dale Apt 66,Framingham,Massachusetts,Middlesex County,,42.3153111517164,-71.4854944257742,819667.32,2581.36,1617.55,34382e29-6854-4353-85be-802262bfea6e,16.1
344de08b-bae0-4d79-b89e-a2b6204e1a21,1941-02-14,1958-01-03,999-43-4878,S99994390,,,Sibyl335,Zulauf375,,,,black,nonhispanic,F,Southbridge  Massachusetts  US,449 Shields Extension Unit 55,Hanover,Massachusetts,Plymouth County,,42.0829961514318,-70.8269756491514,449896.36,1854.0,141789.6,344de08b-bae0-4d79-b89e-a2b6204e1a21,15416.85
346acf4c-2ac2-4fc7-9d7b-630debf1d90b,1984-07-10,,999-25-6223,S99956776,X77045831X,Mrs.,Dennise990,Shields502,,Ward668,M,white,nonhispanic,F,Quincy  Massachusetts  US,137 Miller Meadow,Boston,Massachusetts,Suffolk County,02126,42.3143502079702,-71.1265579816301,115965.8,10974.87,1052331.74,346acf4c-2ac2-4fc7-9d7b-630debf1d90b,12622.64
3484a2ac-ae6b-4513-94c9-0c954236329e,1973-03-19,,999-69-9674,S99961722,X42577791X,Mr.,Jere230,Zboncak558,,,M,white,hispanic,M,Wareham  Massachusetts  US,113 Muller Ferry Suite 14,Revere,Massachusetts,Suffolk County,,42.385709916265,-70.99493427207,7804.95,0.0,11032.65,3484a2ac-ae6b-4513-94c9-0c954236329e,26.53
354aefa8-0bd5-4943-8f93-505cf038d48a,1970-12-24,,999-43-9288,S99950567,X30048713X,Mr.,Zachariah133,Maggio310,,,M,white,nonhispanic,M,Boston  Massachusetts  US,365 Maggio Parade,Wilbraham,Massachusetts,Hampden County,,42.092142953591,-72.3875369006602,1074461.93,11143.68,29361.4,354aefa8-0bd5-4943-8f93-505cf038d48a,96992.2
355b4981-d84e-4055-96db-956464714214,1998-10-18,,999-42-5355,S99921573,X58400598X,Ms.,Viola977,McGlynn426,,,,black,nonhispanic,F,Oxford  Massachusetts  US,848 Murray Viaduct Apt 39,Boston,Massachusetts,Suffolk County,02125,42.2374032856756,-71.1167778136716,30017.39,332.14,210639.51,355b4981-d84e-4055-96db-956464714214,1283.38
35e1afdd-e938-441d-b54e-db15db0bbcfd,1952-01-05,,999-92-9116,S99963226,X22059436X,Mr.,Mervin111,Dietrich576,,,S,white,nonhispanic,M,Brookline  Massachusetts  US,182 Doyle Harbor Suite 87,Westport,Massachusetts,Bristol County,,41.5434277673102,-71.0535040141132,1420547.7,6416.23,29446.91,35e1afdd-e938-441d-b54e-db15db0bbcfd,30.23
36267e65-b252-451f-a4f8-bfcc80594aac,1986-07-11,,999-87-1910,S99970200,X72635217X,Mr.,Clark193,Daugherty69,,,M,white,nonhispanic,M,Sharon  Massachusetts  US,204 Morar Track,Cambridge,Massachusetts,Middlesex County,02138,42.3619963941054,-71.0885460642947,906867.16,2593.12,442.37,36267e65-b252-451f-a4f8-bfcc80594aac,66237.45
36421d27-328e-4b13-9fca-903c19fe49dd,1965-02-12,2016-03-10,999-94-1357,S99924893,X18433783X,Mr.,Hosea56,Gerlach374,,,M,black,nonhispanic,M,West Stockbridge  Massachusetts  US,718 Hamill Club,Easthampton,Massachusetts,Hampshire County,,42.2690220557101,-72.6780182031885,1123716.4,260830.98,662961.72,36421d27-328e-4b13-9fca-903c19fe49dd,259959.37
36cfc9c6-c720-41a3-ba03-bc9d11840564,1943-12-26,,999-27-7190,S99918936,X78117585X,Mr.,Ben667,Schaden604,,,M,white,nonhispanic,M,Boston  Massachusetts  US,724 Pollich Arcade Apt 45,Clinton,Massachusetts,Worcester County,,42.398198621088,-71.7326395636317,1522680.4,7580.12,37637.81,36cfc9c6-c720-41a3-ba03-bc9d11840564,2396.63
3727f482-9fc1-4d26-8778-01b1b745e037,1993-03-24,,999-99-8545,S99996506,X72215272X,Mrs.,Nancie476,Kutch271,,Carter549,M,white,nonhispanic,F,Watertown  Massachusetts  US,963 Hagenes Divide,Ipswich,Massachusetts,Essex County,01938,42.7246021678305,-70.8902981018465,654801.08,3803.0,220888.55,3727f482-9fc1-4d26-8778-01b1b745e037,25047.4
372a8506-f31a-45fa-b563-c50305d983c3,2013-05-15,,999-41-5102,,,,Jeanine128,Gaylord332,,,,asian,nonhispanic,F,Haverhill  Massachusetts  US,515 O'Conner Heights,Woburn,Massachusetts,Middlesex County,01890,42.4492889456884,-71.1525751226465,185489.19,1937.4,5500.77,372a8506-f31a-45fa-b563-c50305d983c3,43.39
3800b2a6-2360-40dc-b709-394b4794cc0d,2006-05-24,,999-86-2605,,,,Lesley194,Lynch190,,,,white,nonhispanic,M,Easthampton  Massachusetts  US,691 Dickens Bay,Saugus,Massachusetts,Essex County,,42.4833774069686,-70.9945565903871,20370.29,516.64,4300.7,3800b2a6-2360-40dc-b709-394b4794cc0d,42.23
380e2738-59f4-4f03-a9f7-11d73c648e34,1945-12-27,,999-63-6313,S99916683,X2668642X,Mr.,Lavern240,Kreiger457,,,M,white,nonhispanic,M,Winchester  Massachusetts  US,621 Homenick Center Unit 7,Marlborough,Massachusetts,Middlesex County,01752,42.3574176232011,-71.5391767248377,183031.24,8215.08,43039.11,380e2738-59f4-4f03-a9f7-11d73c648e34,43.92
383da7a1-916b-41ce-8223-43afa899c86e,2006-10-05,,999-52-6597,,,,Al123,Metz686,,,,black,nonhispanic,M,Boston  Massachusetts  US,296 Lehner Gate Unit 44,Cohasset,Massachusetts,Norfolk County,,42.2756327489576,-70.7840622151368,279278.2,3038.16,2381.16,383da7a1-916b-41ce-8223-43afa899c86e,148.55
3886269a-5118-4f12-95fe-6c5440b53c0d,1993-05-03,2004-05-19,999-93-1248,,,,Agueda283,O'Reilly797,,,,white,nonhispanic,F,Springfield  Massachusetts  US,196 Harris Heights,Ayer,Massachusetts,Middlesex County,01434,42.5290900479091,-71.5883004344746,254822.82,1301.52,3054.54,3886269a-5118-4f12-95fe-6c5440b53c0d,245.87
3a52cc8f-394a-4840-968d-b595f4e3106d,1936-09-11,,999-81-2423,S99996432,X55934321X,Ms.,Brook779,Vandervort697,,,S,white,nonhispanic,F,Harwich  Massachusetts  US,770 Abshire Trace Apt 47,Swansea,Massachusetts,Bristol County,,41.7394332429345,-71.1671296675979,1433412.38,14574.36,12173.54,3a52cc8f-394a-4840-968d-b595f4e3106d,130.96
3a645748-8ddc-4876-8674-5c1ac5bf2899,1928-01-31,,999-16-9592,S99963039,X22359420X,Mrs.,Irina619,Rice937,,Hoeger474,M,black,nonhispanic,F,North Adams  Massachusetts  US,621 Orn Hollow Suite 79,Boston,Massachusetts,Suffolk County,02113,42.2925076396903,-71.0484447953748,1416713.4,19966.98,3677.91,3a645748-8ddc-4876-8674-5c1ac5bf2899,8818.99
3acf9313-1874-4dff-ab2a-3187516d92d6,1917-05-07,2018-01-23,999-65-1055,S99959799,X82842351X,Mr.,Earle679,Frami345,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,208 Kilback Center Unit 20,Newburyport,Massachusetts,Essex County,01950,42.7910917579814,-70.848773054995,1845466.08,264512.97,11562610.77,3acf9313-1874-4dff-ab2a-3187516d92d6,1157962.91
3b46f9a9-3447-441d-abd4-4f8e46f9e0c2,1946-02-13,2004-09-11,999-26-4706,S99974686,X17866631X,Mrs.,Neva514,Leffler128,,Dare640,M,white,nonhispanic,F,Winchester  Massachusetts  US,848 Steuber Skyway Suite 76,Brockton,Massachusetts,Plymouth County,02301,42.126843822876,-70.9987831623652,758128.37,9949.96,808936.86,3b46f9a9-3447-441d-abd4-4f8e46f9e0c2,295460.28
3b8d7909-9d3f-4345-b14f-d413a136d0c2,1991-03-25,,999-51-3116,S99980969,X60660743X,Ms.,Darla154,Schmitt836,,,S,white,nonhispanic,F,Framingham  Massachusetts  US,665 Batz Trace Suite 67,Brewster,Massachusetts,Barnstable County,,41.7067586763927,-70.0518754519671,454140.25,5894.4,217179.82,3b8d7909-9d3f-4345-b14f-d413a136d0c2,1912.98
3b95da79-b5aa-419a-9558-f4627b02ae3a,1958-12-03,,999-47-1693,S99923338,X55650811X,Mr.,Millard193,Stamm704,,,M,black,nonhispanic,M,Wakefield  Massachusetts  US,700 Quigley Mission,Lynn,Massachusetts,Essex County,01906,42.4871564499774,-70.9261804036544,1293065.71,5771.88,36221.78,3b95da79-b5aa-419a-9558-f4627b02ae3a,228127.64
3c2bfff1-8a3f-4b9c-bc18-e7ea6562e436,2018-07-25,2019-05-15,999-70-6516,,,,Particia365,Feeney44,,,,white,nonhispanic,F,Sturbridge  Massachusetts  US,121 Gorczany Haven,Salem,Massachusetts,Essex County,,42.5179222653117,-70.9088626004583,2767.55,922.44,44543.95,3c2bfff1-8a3f-4b9c-bc18-e7ea6562e436,8592.88
3c8151ab-f2b1-44e1-9adc-8f27743496a4,1997-02-24,,999-81-6481,S99973718,X12146654X,Ms.,Leah288,Murray856,,,,white,hispanic,F,Boston  Massachusetts  US,298 McLaughlin Orchard,Auburn,Massachusetts,Worcester County,,42.2024941270076,-71.8132995898842,462651.03,3870.65,211533.75,3c8151ab-f2b1-44e1-9adc-8f27743496a4,24341.43
3c851902-c01a-499c-bf65-00125386275f,1992-07-25,,999-47-8614,S99989875,X78917241X,Mr.,Morgan564,Dietrich576,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,622 Paucek Byway Apt 78,Somerset,Massachusetts,Bristol County,02725,41.7828916994308,-71.1717573866574,709097.83,4560.44,1234.0,3c851902-c01a-499c-bf65-00125386275f,41.8
3cb83305-83bf-4645-86bc-5d6a5ff2ab64,1989-03-10,,999-27-4909,S99957672,X34328233X,Mrs.,Melisa53,Kreiger457,,Bailey598,M,white,nonhispanic,F,Waltham  Massachusetts  US,831 Schowalter Knoll,Acushnet,Massachusetts,Bristol County,,41.6854754112698,-70.8710790701743,754479.78,6763.27,252184.92,3cb83305-83bf-4645-86bc-5d6a5ff2ab64,46548.0
3dd2dd29-7cd0-48f7-b859-136c6e9d36e0,1920-05-01,,999-23-3991,S99991859,X89024274X,Mr.,Ira784,Tremblay80,,,M,black,nonhispanic,M,Boston  Massachusetts  US,875 Waelchi Highlands,Boston,Massachusetts,Suffolk County,02126,42.3198138916658,-71.1660515154717,451176.88,89364.63,35751.13,3dd2dd29-7cd0-48f7-b859-136c6e9d36e0,741715.32
3e234e30-d471-4c3e-b433-220f2aa4a91d,1962-10-18,,999-58-2666,S99968145,X37625200X,Mr.,Douglas31,Kunde533,,,M,white,nonhispanic,M,Abington  Massachusetts  US,266 Spencer Mission,Ipswich,Massachusetts,Essex County,01938,42.7272612341225,-70.8705621801623,171187.82,24622.29,127063.36,3e234e30-d471-4c3e-b433-220f2aa4a91d,199.08
3e66977b-83ab-433e-9cd5-91b6ea2019a3,1978-10-16,,999-45-2311,S99964817,X86595690X,Mr.,Herschel574,Wilkinson796,,,M,white,nonhispanic,M,Holden  Massachusetts  US,374 Waters Haven Unit 0,Rehoboth,Massachusetts,Bristol County,,41.887817906427,-71.2021403555681,904456.45,5007.38,16978.15,3e66977b-83ab-433e-9cd5-91b6ea2019a3,73280.9
3e89db15-7c8d-464c-8ed6-e1535438ca83,1959-01-19,,999-11-8188,S99921828,X34428233X,Mrs.,Elena945,McDermott739,,Beer512,M,white,nonhispanic,F,Boxford  Massachusetts  US,765 Spencer Orchard,Cambridge,Massachusetts,Middlesex County,02139,42.3704021277211,-71.1020197078329,1509802.51,10432.07,25245.12,3e89db15-7c8d-464c-8ed6-e1535438ca83,134569.3
3ebabd5c-40e0-44c2-8d9c-470d62889cef,1983-05-12,,999-53-3174,S99974454,X48596502X,Mr.,Wilber603,Lang846,,,M,white,nonhispanic,M,Peabody  Massachusetts  US,155 Okuneva View Suite 84,Brockton,Massachusetts,Plymouth County,02302,42.126155938758,-71.0093443934895,846630.09,2823.88,1538.35,3ebabd5c-40e0-44c2-8d9c-470d62889cef,12.02
3ef4c7dc-28c2-4436-b0cc-fa858e2e6c90,1957-05-12,,999-26-4970,S99935874,X37386337X,Mrs.,Toccara373,Larkin917,,Grimes165,M,white,nonhispanic,F,Uxbridge  Massachusetts  US,725 Romaguera Bypass Unit 91,Worcester,Massachusetts,Worcester County,01604,42.3026131125289,-71.8506479090666,198960.82,13429.59,2655.6,3ef4c7dc-28c2-4436-b0cc-fa858e2e6c90,84710.74
3f2d22c9-5faf-4e71-8d83-f47071bae997,2010-08-14,,999-64-6666,,,,Tula326,Kshlerin58,,,,white,nonhispanic,F,Lincoln  Massachusetts  US,616 Jacobs Esplanade Unit 73,Boston,Massachusetts,Suffolk County,,42.3498826226296,-71.1166658881465,201005.91,2570.68,15780.55,3f2d22c9-5faf-4e71-8d83-f47071bae997,5.91
3f336702-bf73-4fc8-bd59-3ba77fd65d0d,1923-06-22,,999-78-2157,S99989588,X49144043X,Mr.,Sanford861,Fritsch593,,,S,white,nonhispanic,M,Cohasset  Massachusetts  US,935 Rempel Trail,Brookline,Massachusetts,Norfolk County,,42.3903012186542,-71.1720486340595,1689533.55,612223.870000001,7063772.46000001,3f336702-bf73-4fc8-bd59-3ba77fd65d0d,1262840.69999999
3f42f2e3-6f63-47d2-aac8-ee1f12271b47,2016-07-16,,999-68-3740,,,,Gracia333,Aufderhar910,,,,white,nonhispanic,F,Frankfurt  Hesse  DE,113 Bayer Flat,Gloucester,Massachusetts,Essex County,,42.6681976968177,-70.7282950624853,23176.2,516.64,4798.55,3f42f2e3-6f63-47d2-aac8-ee1f12271b47,13.76
3f8d6443-f7d9-40bf-acb5-427c853a68ca,1937-09-07,1952-08-19,999-10-9322,,,,Aubrey96,Lehner980,,,,white,nonhispanic,M,West Bridgewater  Massachusetts  US,546 Mills Rue Suite 58,Fairhaven,Massachusetts,Bristol County,,41.6204865180229,-70.8748073499691,308944.88,1425.64,86256.22,3f8d6443-f7d9-40bf-acb5-427c853a68ca,7203.81
3fe783d9-b8f8-4d21-b320-4fb7745702db,1980-04-26,,999-71-3946,S99947644,X62015413X,Mrs.,Rosalind66,Lesch175,,Hickle134,M,black,nonhispanic,F,Stoneham  Massachusetts  US,933 Braun Rest Apt 8,Lawrence,Massachusetts,Essex County,,42.6964298154599,-71.15352392653,128298.93,12910.15,317261.37,3fe783d9-b8f8-4d21-b320-4fb7745702db,28355.84
4054b69b-2082-4ce7-ae96-0c10f7da3020,2006-09-15,,999-15-6841,,,,Kandice471,Boehm581,,,,white,nonhispanic,F,Worcester  Massachusetts  US,381 Mayer Overpass,Seekonk,Massachusetts,Bristol County,,41.8532408593295,-71.3395853160919,297874.66,3437.28,24460.63,4054b69b-2082-4ce7-ae96-0c10f7da3020,49.66
40bb6e06-0d00-40d1-92b9-f4f2bcee5781,1937-07-10,,999-63-5521,S99984505,X78868959X,Mrs.,Nelda514,West559,,Huel628,M,white,nonhispanic,F,Holyoke  Massachusetts  US,455 Mitchell Grove Unit 56,Stoughton,Massachusetts,Norfolk County,,42.142191035217,-71.0590266149804,1660466.31,16445.77,31310.63,40bb6e06-0d00-40d1-92b9-f4f2bcee5781,132552.06
40c5db10-1a0d-4eef-b5de-931edd347fc2,1958-12-06,,999-82-3372,S99911969,X2812684X,Mr.,Eliseo499,Lind531,,,M,white,nonhispanic,M,Boston  Massachusetts  US,214 Considine Club,Boston,Massachusetts,Suffolk County,02151,42.312628343296,-71.0621544164866,1273731.06,5691.88,71037.25,40c5db10-1a0d-4eef-b5de-931edd347fc2,133325.94
40c83ae5-ba34-483e-b348-b558b44179ca,1925-04-22,2003-10-27,999-22-4520,S99931941,X24586524X,Mr.,Mickey576,Maggio310,,,M,black,nonhispanic,M,Boston  Massachusetts  US,304 Gorczany Mall Unit 40,Dennis,Massachusetts,Barnstable County,02638,41.7071103832216,-70.2170385977464,1717582.61,18747.24,29315.88,40c83ae5-ba34-483e-b348-b558b44179ca,633012.92
41de7636-253c-4360-8cf7-6fc166b0448b,1947-11-26,2018-06-06,999-46-2911,S99974588,X27203464X,Mr.,Cole117,Stroman228,,,M,asian,nonhispanic,M,Fall River  Massachusetts  US,531 Murazik Estate Apt 25,Boston,Massachusetts,Suffolk County,02126,42.385670182439,-71.0145629138669,235138.41,15213.82,74648.91,41de7636-253c-4360-8cf7-6fc166b0448b,9840.02
4217ed61-af8b-47be-80d2-c84336bc01a2,2010-10-08,,999-47-7131,,,,Russ979,Dare640,,,,white,nonhispanic,M,Fitchburg  Massachusetts  US,539 Wisoky Knoll,Braintree,Massachusetts,Norfolk County,02184,42.1870824772344,-70.987047905153,29500.18,2794.45,16056.21,4217ed61-af8b-47be-80d2-c84336bc01a2,194.79
4267aaa2-7bc1-4dd5-a059-a78743dad7ed,1975-06-05,,999-13-3615,S99943483,X27419210X,Ms.,Wenona350,Dach178,,,S,white,nonhispanic,F,Kingston  Massachusetts  US,1006 Baumbach Rue Suite 63,Leicester,Massachusetts,Worcester County,,42.211642686106,-71.8751869749853,1013049.41,7960.31,18275.47,4267aaa2-7bc1-4dd5-a059-a78743dad7ed,83035.22
42858ac1-95dc-464e-84bc-5585a88f616f,1967-05-31,,999-63-6523,S99932391,X23014098X,Mrs.,Regan713,Parisian75,,Jaskolski867,M,white,nonhispanic,F,Andover  Massachusetts  US,137 Beer Street,Sheffield,Massachusetts,Berkshire County,,42.1219547907913,-73.3519348611024,1337907.25,7085.41,52243.6,42858ac1-95dc-464e-84bc-5585a88f616f,108793.88
42d200ef-0872-4318-8326-08cd7056b2db,1948-03-23,2020-03-30,999-19-3008,S99940638,X61805906X,Mrs.,Marvel321,Pfeffer420,,Denesik803,M,white,nonhispanic,F,Springfield  Massachusetts  US,870 Emard Forge Apt 52,Belchertown,Massachusetts,Hampshire County,,42.2823438726905,-72.4458019253329,1624726.2,9316.68,34492.1,42d200ef-0872-4318-8326-08cd7056b2db,12939.45
42f5948f-7a5f-417e-838c-e4ff331deadf,2008-04-25,,999-43-9117,,,,Darren774,Keebler762,,,,white,nonhispanic,M,Sharon  Massachusetts  US,1072 Hagenes Crossing,Woburn,Massachusetts,Middlesex County,,42.5035864819356,-71.1112270016235,19255.88,516.64,3300.73,42f5948f-7a5f-417e-838c-e4ff331deadf,9.51
431971f5-a39f-44f8-9ef9-10502db973c9,2002-02-17,,999-43-3457,S99956590,,Ms.,Heide509,Walsh511,,,,white,nonhispanic,F,Ware  Massachusetts  US,849 Hahn Key Unit 41,Lynn,Massachusetts,Essex County,01905,42.4820985498218,-70.9193353637201,4682.14,0.0,3846.44,431971f5-a39f-44f8-9ef9-10502db973c9,925.44
43539cc7-ae47-4e90-ab68-39506ef8da30,1974-11-14,,999-52-3625,S99943890,X4560560X,Mr.,Shon148,Mueller846,,,S,black,nonhispanic,M,Wilmington  Massachusetts  US,681 Schmitt Esplanade Unit 44,Weymouth,Massachusetts,Norfolk County,02190,42.1889042206894,-70.9747311039088,1050269.11,4884.56,1398.53,43539cc7-ae47-4e90-ab68-39506ef8da30,84580.29
4374229d-f618-43e5-ac4f-381a47c5de8f,1950-02-26,,999-93-6301,S99919973,X51398526X,Mr.,Eddie505,Aufderhar910,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,401 Mitchell Estate,Worcester,Massachusetts,Worcester County,01610,42.3110615818174,-71.8434055592728,1747584.78,5591.24,26848.0,4374229d-f618-43e5-ac4f-381a47c5de8f,8712.99
43915307-83f4-4afb-a1c1-97c7ef09d905,2006-02-07,,999-24-7695,,,,Domingo513,Schaefer657,,,,white,nonhispanic,M,Revere  Massachusetts  US,607 Koepp Terrace Suite 43,Chicopee,Massachusetts,Hampden County,01022,42.1346903802704,-72.5619025826642,327377.75,3266.48,6179.71,43915307-83f4-4afb-a1c1-97c7ef09d905,28.35
4440ff11-69ec-440b-a2bd-dc1c14105e8e,2001-11-20,,999-68-1710,S99968894,,Ms.,Ona426,Dooley940,,,,white,hispanic,F,Athol  Massachusetts  US,1048 Weimann Throughway,Northborough,Massachusetts,Worcester County,,42.3661545339449,-71.6515505734496,452209.43,7454.32,893530.75,4440ff11-69ec-440b-a2bd-dc1c14105e8e,48451.14
44552b30-62c6-494b-b75f-216a0969be38,1995-11-06,,999-39-3044,S99997593,X57578098X,Mr.,Vicente970,Saldaña5,,,,white,hispanic,M,Guatemala City  Guatemala  GT,1054 Price Glen,Haverhill,Massachusetts,Essex County,01835,42.7588710717496,-71.0555114888979,592211.78,3408.88,1800.83,44552b30-62c6-494b-b75f-216a0969be38,11.71
447813c0-3e39-4eda-9012-38bb69f026c8,1962-10-05,,999-37-9898,S99912423,X57593991X,Mr.,Minh326,Cummerata161,,,S,white,nonhispanic,M,Great Barrington  Massachusetts  US,708 Koepp Mews,Rockland,Massachusetts,Plymouth County,,42.1470167935783,-70.9389938964896,1250261.1,4730.56,5799.95,447813c0-3e39-4eda-9012-38bb69f026c8,20.6
449a9a85-5ffc-4df5-a090-9d6e4c6006cb,1976-05-30,,999-89-3499,S99937426,X9173844X,Mrs.,Cathern761,Kuphal363,JD,Goyette777,M,white,nonhispanic,F,Medford  Massachusetts  US,1050 Lubowitz Harbor Suite 4,Boston,Massachusetts,Suffolk County,02118,42.3980621738178,-71.1339302391462,996628.75,13309.61,5805.15,449a9a85-5ffc-4df5-a090-9d6e4c6006cb,86021.04
44c8b4c8-4457-4ba0-94b6-285ef327a249,1941-03-25,1989-01-17,999-33-7429,S99993402,X83558016X,Mr.,Jamey282,Hermiston71,,,M,asian,nonhispanic,M,New Bedford  Massachusetts  US,780 Okuneva Annex Apt 36,Concord,Massachusetts,Middlesex County,,42.4937745084856,-71.4128121495033,986340.62,3392.04,77584.64,44c8b4c8-4457-4ba0-94b6-285ef327a249,21683.42
